<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.07.17	14:00:00	1.25522	1.25553	1.25383	1.25460	1765	0	1
2020.07.17	15:00:00	1.25461	1.25515	1.25114	1.25155	2287	0	0
2020.07.17	16:00:00	1.25157	1.25405	1.25122	1.25310	3175	0	0
2020.07.17	17:00:00	1.25303	1.25413	1.25155	1.25344	3088	0	0
2020.07.17	18:00:00	1.25344	1.25484	1.25314	1.25481	2224	0	2
2020.07.17	19:00:00	1.25481	1.25676	1.25477	1.25569	2133	0	0
2020.07.17	20:00:00	1.25571	1.25646	1.25519	1.25592	1667	0	2
2020.07.17	21:00:00	1.25592	1.25731	1.25585	1.25658	1263	0	1
2020.07.17	22:00:00	1.25655	1.25742	1.25630	1.25721	1828	0	2
2020.07.17	23:00:00	1.25719	1.25735	1.25637	1.25671	1251	0	2
2020.07.20	00:00:00	1.25444	1.25670	1.25426	1.25621	538	0	2
2020.07.20	01:00:00	1.25625	1.25714	1.25598	1.25661	750	0	1
2020.07.20	02:00:00	1.25671	1.25723	1.25662	1.25704	624	0	4
2020.07.20	03:00:00	1.25704	1.25704	1.25421	1.25463	1115	0	1
2020.07.20	04:00:00	1.25462	1.25489	1.25203	1.25261	1840	0	1
2020.07.20	05:00:00	1.25262	1.25293	1.25198	1.25204	1168	0	3
2020.07.20	06:00:00	1.25204	1.25283	1.25178	1.25202	977	0	4
2020.07.20	07:00:00	1.25208	1.25303	1.25191	1.25301	908	0	2
2020.07.20	08:00:00	1.25303	1.25452	1.25257	1.25389	1582	0	3
2020.07.20	09:00:00	1.25388	1.25606	1.25358	1.25514	2595	0	1
2020.07.20	10:00:00	1.25514	1.25762	1.25419	1.25737	3214	0	1
2020.07.20	11:00:00	1.25739	1.25887	1.25648	1.25875	2657	0	1
2020.07.20	12:00:00	1.25875	1.25946	1.25858	1.25887	1766	0	1
2020.07.20	13:00:00	1.25887	1.26067	1.25885	1.26022	1721	0	1
2020.07.20	14:00:00	1.26022	1.26415	1.26022	1.26332	2579	0	0
2020.07.20	15:00:00	1.26332	1.26409	1.26149	1.26251	2834	0	0
2020.07.20	16:00:00	1.26250	1.26450	1.26197	1.26277	3877	0	0
2020.07.20	17:00:00	1.26275	1.26494	1.26231	1.26459	3259	0	0
2020.07.20	18:00:00	1.26460	1.26571	1.26384	1.26569	2411	0	0
2020.07.20	19:00:00	1.26569	1.26585	1.26470	1.26503	1365	0	0
2020.07.20	20:00:00	1.26503	1.26561	1.26426	1.26549	1446	0	0
2020.07.20	21:00:00	1.26549	1.26651	1.26547	1.26644	1416	0	1
2020.07.20	22:00:00	1.26640	1.26643	1.26549	1.26572	1222	0	3
2020.07.20	23:00:00	1.26572	1.26619	1.26547	1.26609	960	0	0
2020.07.21	00:00:00	1.26609	1.26619	1.26522	1.26579	972	0	3
2020.07.21	01:00:00	1.26577	1.26605	1.26559	1.26580	570	0	1
2020.07.21	02:00:00	1.26579	1.26630	1.26577	1.26607	456	0	4
2020.07.21	03:00:00	1.26607	1.26836	1.26607	1.26709	1233	0	2
2020.07.21	04:00:00	1.26709	1.26839	1.26703	1.26729	1253	0	1
2020.07.21	05:00:00	1.26729	1.26825	1.26719	1.26773	902	0	2
2020.07.21	06:00:00	1.26774	1.26850	1.26648	1.26672	1750	0	2
2020.07.21	07:00:00	1.26671	1.26671	1.26500	1.26545	1164	0	2
2020.07.21	08:00:00	1.26543	1.26789	1.26541	1.26784	1163	0	2
2020.07.21	09:00:00	1.26781	1.27005	1.26781	1.26920	2582	0	0
2020.07.21	10:00:00	1.26920	1.27161	1.26721	1.26738	3472	0	0
2020.07.21	11:00:00	1.26738	1.26959	1.26706	1.26951	2418	0	1
2020.07.21	12:00:00	1.26952	1.26980	1.26818	1.26891	2160	0	0
2020.07.21	13:00:00	1.26891	1.27117	1.26830	1.27012	2427	0	0
2020.07.21	14:00:00	1.27010	1.27057	1.26874	1.26934	2518	0	0
2020.07.21	15:00:00	1.26938	1.27156	1.26916	1.27046	2812	0	0
2020.07.21	16:00:00	1.27047	1.27161	1.26731	1.27137	3908	0	1
2020.07.21	17:00:00	1.27142	1.27520	1.27108	1.27471	4626	0	0
2020.07.21	18:00:00	1.27480	1.27521	1.27294	1.27350	3133	0	1
2020.07.21	19:00:00	1.27350	1.27481	1.27343	1.27429	2937	0	0
2020.07.21	20:00:00	1.27429	1.27642	1.27364	1.27629	2458	0	0
2020.07.21	21:00:00	1.27629	1.27675	1.27509	1.27579	2037	0	0
2020.07.21	22:00:00	1.27579	1.27623	1.27306	1.27331	3009	0	1
2020.07.21	23:00:00	1.27330	1.27371	1.27217	1.27302	1301	0	3
2020.07.22	00:00:00	1.27303	1.27321	1.27115	1.27200	1039	0	5
2020.07.22	01:00:00	1.27200	1.27307	1.27200	1.27298	519	0	4
2020.07.22	02:00:00	1.27301	1.27336	1.27216	1.27316	800	0	1
2020.07.22	03:00:00	1.27316	1.27403	1.27305	1.27323	1266	0	3
2020.07.22	04:00:00	1.27319	1.27376	1.27235	1.27285	1572	0	2
2020.07.22	05:00:00	1.27277	1.27288	1.27199	1.27282	840	0	4
2020.07.22	06:00:00	1.27280	1.27321	1.27204	1.27236	689	0	4
2020.07.22	07:00:00	1.27236	1.27254	1.27166	1.27186	595	0	0
2020.07.22	08:00:00	1.27186	1.27246	1.27132	1.27230	887	0	3
2020.07.22	09:00:00	1.27229	1.27288	1.27092	1.27101	2439	0	4
2020.07.22	10:00:00	1.27104	1.27252	1.26611	1.26753	4944	0	0
2020.07.22	11:00:00	1.26749	1.26762	1.26442	1.26559	4816	0	1
2020.07.22	12:00:00	1.26559	1.26755	1.26438	1.26742	3737	0	0
2020.07.22	13:00:00	1.26747	1.26914	1.26697	1.26914	3461	0	0
2020.07.22	14:00:00	1.26908	1.27068	1.26814	1.26974	2864	0	0
2020.07.22	15:00:00	1.26979	1.27295	1.26928	1.27142	3917	0	1
2020.07.22	16:00:00	1.27143	1.27177	1.26914	1.27174	4525	0	0
2020.07.22	17:00:00	1.27174	1.27396	1.26987	1.27324	4198	0	0
2020.07.22	18:00:00	1.27319	1.27357	1.27178	1.27281	2770	0	0
2020.07.22	19:00:00	1.27281	1.27374	1.27220	1.27364	1816	0	3
2020.07.22	20:00:00	1.27364	1.27431	1.27278	1.27291	1570	0	4
2020.07.22	21:00:00	1.27291	1.27388	1.27265	1.27373	1196	0	3
2020.07.22	22:00:00	1.27378	1.27422	1.27326	1.27410	1275	0	2
2020.07.22	23:00:00	1.27410	1.27425	1.27326	1.27330	714	0	2
2020.07.23	00:00:00	1.27321	1.27371	1.27178	1.27290	2044	0	1
2020.07.23	01:00:00	1.27290	1.27385	1.27275	1.27343	667	0	5
2020.07.23	02:00:00	1.27343	1.27389	1.27268	1.27268	844	0	2
2020.07.23	03:00:00	1.27269	1.27391	1.27259	1.27284	1053	0	1
2020.07.23	04:00:00	1.27284	1.27399	1.27241	1.27335	1503	0	2
2020.07.23	05:00:00	1.27335	1.27344	1.27229	1.27241	1091	0	4
2020.07.23	06:00:00	1.27241	1.27370	1.27230	1.27341	869	0	5
2020.07.23	07:00:00	1.27341	1.27451	1.27334	1.27409	814	0	0
2020.07.23	08:00:00	1.27408	1.27444	1.27335	1.27397	829	0	2
2020.07.23	09:00:00	1.27404	1.27535	1.27404	1.27450	1775	0	3
2020.07.23	10:00:00	1.27448	1.27508	1.27086	1.27275	3283	0	0
2020.07.23	11:00:00	1.27275	1.27337	1.26979	1.27185	2765	0	0
2020.07.23	12:00:00	1.27184	1.27316	1.27147	1.27289	1793	0	1
2020.07.23	13:00:00	1.27289	1.27334	1.27097	1.27105	2166	0	0
2020.07.23	14:00:00	1.27104	1.27126	1.26837	1.26900	2550	0	2
2020.07.23	15:00:00	1.26900	1.27044	1.26737	1.26744	3035	0	2
2020.07.23	16:00:00	1.26741	1.27228	1.26730	1.27226	3261	0	0
2020.07.23	17:00:00	1.27224	1.27540	1.27018	1.27453	3538	0	0
2020.07.23	18:00:00	1.27450	1.27597	1.27318	1.27579	4143	0	1
2020.07.23	19:00:00	1.27579	1.27589	1.27434	1.27447	2527	0	2
2020.07.23	20:00:00	1.27447	1.27505	1.27325	1.27421	2174	0	0
2020.07.23	21:00:00	1.27418	1.27434	1.27307	1.27427	2752	0	0
2020.07.23	22:00:00	1.27427	1.27459	1.27282	1.27315	2819	0	3
2020.07.23	23:00:00	1.27314	1.27420	1.27292	1.27399	937	0	3
2020.07.24	00:00:00	1.27389	1.27412	1.27215	1.27339	622	0	5
2020.07.24	01:00:00	1.27339	1.27424	1.27334	1.27414	511	0	4
2020.07.24	02:00:00	1.27414	1.27415	1.27289	1.27293	543	0	3
2020.07.24	03:00:00	1.27293	1.27594	1.27278	1.27580	1244	0	1
2020.07.24	04:00:00	1.27580	1.27726	1.27473	1.27567	1479	0	1
2020.07.24	05:00:00	1.27568	1.27568	1.27474	1.27541	1097	0	5
2020.07.24	06:00:00	1.27544	1.27573	1.27362	1.27451	1390	0	1
2020.07.24	07:00:00	1.27447	1.27447	1.27291	1.27326	1306	0	4
2020.07.24	08:00:00	1.27324	1.27388	1.27238	1.27347	1414	0	3
2020.07.24	09:00:00	1.27355	1.27528	1.27346	1.27483	2094	0	1
2020.07.24	10:00:00	1.27479	1.27507	1.27177	1.27362	3884	0	2
2020.07.24	11:00:00	1.27362	1.27456	1.27169	1.27282	3152	0	1
2020.07.24	12:00:00	1.27281	1.27423	1.27227	1.27348	2239	0	2
2020.07.24	13:00:00	1.27350	1.27448	1.27229	1.27308	2085	0	3
2020.07.24	14:00:00	1.27308	1.27566	1.27308	1.27528	1834	0	3
2020.07.24	15:00:00	1.27528	1.27666	1.27468	1.27609	2256	0	3
2020.07.24	16:00:00	1.27609	1.27714	1.27517	1.27622	3621	0	0
2020.07.24	17:00:00	1.27622	1.27947	1.27596	1.27883	4129	0	0
2020.07.24	18:00:00	1.27882	1.27926	1.27809	1.27892	2813	0	0
2020.07.24	19:00:00	1.27892	1.27914	1.27778	1.27847	1579	0	0
2020.07.24	20:00:00	1.27847	1.27930	1.27778	1.27925	1256	0	2
2020.07.24	21:00:00	1.27925	1.28029	1.27886	1.27886	1077	0	2
2020.07.24	22:00:00	1.27887	1.27928	1.27845	1.27877	1426	0	2
2020.07.24	23:00:00	1.27875	1.27988	1.27862	1.27953	939	0	2
2020.07.27	00:00:00	1.27903	1.27948	1.27773	1.27891	357	0	18
2020.07.27	01:00:00	1.27893	1.27950	1.27841	1.27926	1071	0	6
2020.07.27	02:00:00	1.27927	1.28012	1.27852	1.27938	1423	0	1
2020.07.27	03:00:00	1.27938	1.28210	1.27932	1.28165	1892	0	1
2020.07.27	04:00:00	1.28165	1.28320	1.28138	1.28289	1798	0	2
2020.07.27	05:00:00	1.28289	1.28514	1.28255	1.28469	1567	0	0
2020.07.27	06:00:00	1.28468	1.28581	1.28411	1.28418	1843	0	0
2020.07.27	07:00:00	1.28418	1.28456	1.28357	1.28377	956	0	4
2020.07.27	08:00:00	1.28377	1.28377	1.28207	1.28255	1148	0	3
2020.07.27	09:00:00	1.28254	1.28374	1.28189	1.28193	2221	0	2
2020.07.27	10:00:00	1.28196	1.28294	1.28064	1.28288	3409	0	1
2020.07.27	11:00:00	1.28288	1.28417	1.28259	1.28392	3601	0	0
2020.07.27	12:00:00	1.28393	1.28494	1.28294	1.28455	3080	0	2
2020.07.27	13:00:00	1.28458	1.28723	1.28419	1.28705	3144	0	0
2020.07.27	14:00:00	1.28702	1.28769	1.28556	1.28723	2979	0	0
2020.07.27	15:00:00	1.28732	1.28761	1.28413	1.28532	3600	0	0
2020.07.27	16:00:00	1.28533	1.28742	1.28485	1.28727	3528	0	0
2020.07.27	17:00:00	1.28727	1.29027	1.28625	1.28970	3840	0	0
2020.07.27	18:00:00	1.28970	1.29006	1.28764	1.28857	2491	0	1
2020.07.27	19:00:00	1.28857	1.28861	1.28697	1.28731	1857	0	2
2020.07.27	20:00:00	1.28731	1.28803	1.28675	1.28736	1185	0	2
2020.07.27	21:00:00	1.28736	1.28783	1.28701	1.28713	1274	0	4
2020.07.27	22:00:00	1.28712	1.28772	1.28671	1.28691	1377	0	3
2020.07.27	23:00:00	1.28686	1.28812	1.28667	1.28806	748	0	2
2020.07.28	00:00:00	1.28796	1.28999	1.28764	1.28832	2035	0	2
2020.07.28	01:00:00	1.28831	1.28917	1.28808	1.28912	851	0	5
2020.07.28	02:00:00	1.28911	1.28911	1.28701	1.28877	886	0	2
2020.07.28	03:00:00	1.28877	1.28923	1.28770	1.28835	1300	0	4
2020.07.28	04:00:00	1.28834	1.29040	1.28827	1.28858	1785	0	1
2020.07.28	05:00:00	1.28858	1.28962	1.28739	1.28774	1385	0	1
2020.07.28	06:00:00	1.28774	1.28791	1.28453	1.28533	2488	0	2
2020.07.28	07:00:00	1.28532	1.28590	1.28472	1.28560	1602	0	1
2020.07.28	08:00:00	1.28560	1.28613	1.28439	1.28602	1388	0	2
2020.07.28	09:00:00	1.28602	1.28707	1.28546	1.28639	1860	0	2
2020.07.28	10:00:00	1.28636	1.28734	1.28378	1.28508	2956	0	2
2020.07.28	11:00:00	1.28503	1.28808	1.28442	1.28790	2675	0	1
2020.07.28	12:00:00	1.28790	1.28878	1.28709	1.28721	2065	0	1
2020.07.28	13:00:00	1.28721	1.28881	1.28668	1.28808	1948	0	0
2020.07.28	14:00:00	1.28808	1.28871	1.28598	1.28631	2299	0	1
2020.07.28	15:00:00	1.28632	1.28945	1.28620	1.28858	2354	0	0
2020.07.28	16:00:00	1.28858	1.29302	1.28739	1.29193	3911	0	0
2020.07.28	17:00:00	1.29193	1.29469	1.29110	1.29458	4626	0	0
2020.07.28	18:00:00	1.29457	1.29482	1.29276	1.29482	2770	0	2
2020.07.28	19:00:00	1.29482	1.29504	1.29368	1.29474	1731	0	2
2020.07.28	20:00:00	1.29474	1.29521	1.29393	1.29481	1221	0	2
2020.07.28	21:00:00	1.29481	1.29498	1.29370	1.29451	1314	0	3
2020.07.28	22:00:00	1.29451	1.29483	1.29318	1.29321	1720	0	1
2020.07.28	23:00:00	1.29328	1.29370	1.29231	1.29305	932	0	2
2020.07.29	00:00:00	1.29297	1.29367	1.29246	1.29297	538	0	17
2020.07.29	01:00:00	1.29297	1.29374	1.29268	1.29270	665	0	2
2020.07.29	02:00:00	1.29270	1.29294	1.29231	1.29239	752	0	2
2020.07.29	03:00:00	1.29239	1.29377	1.29217	1.29276	1907	0	1
2020.07.29	04:00:00	1.29283	1.29308	1.29117	1.29219	1310	0	3
2020.07.29	05:00:00	1.29219	1.29235	1.29176	1.29227	1133	0	2
2020.07.29	06:00:00	1.29232	1.29365	1.29167	1.29217	1408	0	2
2020.07.29	07:00:00	1.29216	1.29274	1.29146	1.29178	1084	0	4
2020.07.29	08:00:00	1.29178	1.29224	1.29149	1.29213	1055	0	4
2020.07.29	09:00:00	1.29213	1.29355	1.29185	1.29352	1604	0	0
2020.07.29	10:00:00	1.29353	1.29763	1.29250	1.29646	3084	0	0
2020.07.29	11:00:00	1.29644	1.29724	1.29564	1.29661	2198	0	0
2020.07.29	12:00:00	1.29662	1.29753	1.29610	1.29679	2011	0	1
2020.07.29	13:00:00	1.29676	1.29791	1.29623	1.29640	2122	0	1
2020.07.29	14:00:00	1.29637	1.29741	1.29577	1.29639	2161	0	1
2020.07.29	15:00:00	1.29642	1.29842	1.29580	1.29790	2473	0	2
2020.07.29	16:00:00	1.29790	1.29948	1.29676	1.29852	2845	0	0
2020.07.29	17:00:00	1.29852	1.29932	1.29583	1.29662	3650	0	0
2020.07.29	18:00:00	1.29660	1.29817	1.29549	1.29730	2407	0	1
2020.07.29	19:00:00	1.29732	1.29774	1.29640	1.29730	1450	0	4
2020.07.29	20:00:00	1.29729	1.29904	1.29710	1.29869	1830	0	2
2020.07.29	21:00:00	1.29869	1.30130	1.29571	1.29630	4640	0	0
2020.07.29	22:00:00	1.29633	1.30051	1.29484	1.29846	4883	0	0
2020.07.29	23:00:00	1.29842	1.29968	1.29836	1.29948	1074	0	4
2020.07.30	00:00:00	1.29944	1.30012	1.29792	1.29973	1173	0	24
2020.07.30	01:00:00	1.29970	1.29977	1.29903	1.29913	518	0	8
2020.07.30	02:00:00	1.29913	1.29925	1.29766	1.29784	837	0	1
2020.07.30	03:00:00	1.29784	1.29873	1.29735	1.29865	1532	0	2
2020.07.30	04:00:00	1.29863	1.29917	1.29743	1.29782	1922	0	1
2020.07.30	05:00:00	1.29782	1.29854	1.29713	1.29846	1178	0	1
2020.07.30	06:00:00	1.29841	1.29906	1.29814	1.29844	1057	0	1
2020.07.30	07:00:00	1.29836	1.29844	1.29742	1.29762	1020	0	4
2020.07.30	08:00:00	1.29756	1.29762	1.29555	1.29608	1720	0	3
2020.07.30	09:00:00	1.29613	1.29662	1.29443	1.29545	2040	0	0
2020.07.30	10:00:00	1.29547	1.29871	1.29505	1.29845	3383	0	2
2020.07.30	11:00:00	1.29847	1.29987	1.29781	1.29863	3493	0	1
2020.07.30	12:00:00	1.29858	1.30107	1.29751	1.30035	2962	0	0
2020.07.30	13:00:00	1.30034	1.30166	1.29931	1.30160	2659	0	1
2020.07.30	14:00:00	1.30163	1.30270	1.30070	1.30179	2122	0	0
2020.07.30	15:00:00	1.30187	1.30326	1.30057	1.30308	2910	0	0
2020.07.30	16:00:00	1.30307	1.30619	1.30272	1.30440	4816	0	0
2020.07.30	17:00:00	1.30440	1.30721	1.30307	1.30436	5739	0	0
2020.07.30	18:00:00	1.30436	1.30440	1.30201	1.30342	3744	0	0
2020.07.30	19:00:00	1.30342	1.30667	1.30324	1.30598	2777	0	0
2020.07.30	20:00:00	1.30598	1.30860	1.30594	1.30787	2465	0	1
2020.07.30	21:00:00	1.30787	1.30903	1.30739	1.30900	1990	0	3
2020.07.30	22:00:00	1.30899	1.30920	1.30832	1.30892	2069	0	1
2020.07.30	23:00:00	1.30893	1.31024	1.30874	1.30942	1489	0	0
2020.07.31	00:00:00	1.30933	1.30960	1.30762	1.30890	886	0	2
2020.07.31	01:00:00	1.30890	1.30966	1.30854	1.30963	692	0	3
2020.07.31	02:00:00	1.30968	1.31198	1.30958	1.31152	1798	0	0
2020.07.31	03:00:00	1.31143	1.31359	1.31122	1.31132	3051	0	1
2020.07.31	04:00:00	1.31134	1.31327	1.31098	1.31313	2271	0	0
2020.07.31	05:00:00	1.31314	1.31428	1.31251	1.31312	2754	0	1
2020.07.31	06:00:00	1.31311	1.31329	1.31176	1.31287	2018	0	1
2020.07.31	07:00:00	1.31283	1.31323	1.31198	1.31305	1730	0	3
2020.07.31	08:00:00	1.31304	1.31377	1.31193	1.31210	2096	0	1
2020.07.31	09:00:00	1.31221	1.31419	1.31205	1.31367	2536	0	0
2020.07.31	10:00:00	1.31367	1.31442	1.31238	1.31370	3732	0	0
2020.07.31	11:00:00	1.31370	1.31435	1.31052	1.31268	3047	0	0
2020.07.31	12:00:00	1.31266	1.31379	1.31062	1.31361	2908	0	1
2020.07.31	13:00:00	1.31361	1.31426	1.31200	1.31355	2043	0	1
2020.07.31	14:00:00	1.31355	1.31421	1.31228	1.31414	2514	0	0
2020.07.31	15:00:00	1.31414	1.31590	1.31400	1.31530	2592	0	0
2020.07.31	16:00:00	1.31536	1.31619	1.31240	1.31611	4577	0	0
2020.07.31	17:00:00	1.31610	1.31699	1.31147	1.31251	5738	0	0
2020.07.31	18:00:00	1.31251	1.31489	1.31028	1.31321	4724	0	0
2020.07.31	19:00:00	1.31320	1.31321	1.30801	1.30985	4235	0	0
2020.07.31	20:00:00	1.30987	1.31146	1.30981	1.31079	2823	0	2
2020.07.31	21:00:00	1.31081	1.31145	1.30888	1.31042	2045	0	1
2020.07.31	22:00:00	1.31043	1.31043	1.30865	1.30902	2478	0	2
2020.07.31	23:00:00	1.30906	1.30921	1.30700	1.30822	1256	0	2
2020.08.03	00:00:00	1.30751	1.30809	1.30685	1.30779	332	0	14
2020.08.03	01:00:00	1.30779	1.31012	1.30767	1.30988	1091	0	1
2020.08.03	02:00:00	1.30988	1.31042	1.30869	1.30983	1443	0	1
2020.08.03	03:00:00	1.30983	1.31064	1.30559	1.30737	3044	0	2
2020.08.03	04:00:00	1.30742	1.30960	1.30637	1.30938	2592	0	1
2020.08.03	05:00:00	1.30929	1.30931	1.30784	1.30829	1566	0	1
2020.08.03	06:00:00	1.30827	1.30929	1.30803	1.30925	1321	0	4
2020.08.03	07:00:00	1.30925	1.30965	1.30882	1.30909	833	0	7
2020.08.03	08:00:00	1.30909	1.30945	1.30845	1.30920	1099	0	2
2020.08.03	09:00:00	1.30924	1.30932	1.30547	1.30619	2126	0	2
2020.08.03	10:00:00	1.30619	1.30857	1.30614	1.30758	3212	0	1
2020.08.03	11:00:00	1.30752	1.31121	1.30748	1.31011	3312	0	2
2020.08.03	12:00:00	1.31010	1.31017	1.30367	1.30429	2545	0	3
2020.08.03	13:00:00	1.30428	1.30465	1.30117	1.30150	3115	0	4
2020.08.03	14:00:00	1.30152	1.30327	1.30119	1.30309	2049	0	3
2020.08.03	15:00:00	1.30312	1.30413	1.30146	1.30227	2790	0	1
2020.08.03	16:00:00	1.30231	1.30303	1.30044	1.30123	3443	0	3
2020.08.03	17:00:00	1.30123	1.30424	1.30091	1.30305	3743	0	0
2020.08.03	18:00:00	1.30306	1.30536	1.30287	1.30525	2760	0	3
2020.08.03	19:00:00	1.30524	1.30656	1.30479	1.30579	1866	0	2
2020.08.03	20:00:00	1.30579	1.30694	1.30560	1.30655	1700	0	1
2020.08.03	21:00:00	1.30655	1.30788	1.30638	1.30747	1382	0	3
2020.08.03	22:00:00	1.30746	1.30790	1.30644	1.30782	1417	0	0
2020.08.03	23:00:00	1.30776	1.30783	1.30717	1.30744	753	0	4
2020.08.04	00:00:00	1.30751	1.30796	1.30606	1.30711	778	0	5
2020.08.04	01:00:00	1.30711	1.30761	1.30710	1.30752	1095	0	12
2020.08.04	02:00:00	1.30752	1.30777	1.30737	1.30771	350	0	6
2020.08.04	03:00:00	1.30772	1.30775	1.30655	1.30684	919	0	1
2020.08.04	04:00:00	1.30681	1.30749	1.30657	1.30730	1219	0	2
2020.08.04	05:00:00	1.30729	1.30880	1.30719	1.30863	1014	0	5
2020.08.04	06:00:00	1.30863	1.30884	1.30729	1.30738	810	0	3
2020.08.04	07:00:00	1.30739	1.30819	1.30707	1.30805	1224	0	4
2020.08.04	08:00:00	1.30808	1.30824	1.30593	1.30704	1006	0	1
2020.08.04	09:00:00	1.30707	1.30871	1.30617	1.30774	2000	0	1
2020.08.04	10:00:00	1.30779	1.31078	1.30739	1.30830	3273	0	1
2020.08.04	11:00:00	1.30830	1.30914	1.30459	1.30686	3051	0	2
2020.08.04	12:00:00	1.30698	1.30783	1.30591	1.30597	2497	0	1
2020.08.04	13:00:00	1.30596	1.30670	1.30274	1.30321	2539	0	2
2020.08.04	14:00:00	1.30326	1.30389	1.30153	1.30237	2583	0	1
2020.08.04	15:00:00	1.30243	1.30273	1.29808	1.29854	3270	0	0
2020.08.04	16:00:00	1.29855	1.30097	1.29825	1.30080	3603	0	0
2020.08.04	17:00:00	1.30077	1.30550	1.30077	1.30448	3679	0	1
2020.08.04	18:00:00	1.30449	1.30653	1.30358	1.30580	2929	0	1
2020.08.04	19:00:00	1.30580	1.30693	1.30563	1.30647	1974	0	0
2020.08.04	20:00:00	1.30647	1.30732	1.30589	1.30599	1579	0	4
2020.08.04	21:00:00	1.30599	1.30634	1.30449	1.30565	1585	0	1
2020.08.04	22:00:00	1.30563	1.30748	1.30529	1.30709	1777	0	3
2020.08.04	23:00:00	1.30707	1.30726	1.30659	1.30711	755	0	1
2020.08.05	00:00:00	1.30701	1.30702	1.30538	1.30635	784	0	6
2020.08.05	01:00:00	1.30627	1.30721	1.30627	1.30709	613	0	3
2020.08.05	02:00:00	1.30711	1.30861	1.30671	1.30840	798	0	4
2020.08.05	03:00:00	1.30840	1.30869	1.30738	1.30809	1376	0	2
2020.08.05	04:00:00	1.30812	1.30864	1.30778	1.30797	1354	0	3
2020.08.05	05:00:00	1.30797	1.30877	1.30769	1.30870	1139	0	0
2020.08.05	06:00:00	1.30872	1.30912	1.30818	1.30886	789	0	2
2020.08.05	07:00:00	1.30886	1.30965	1.30884	1.30954	733	0	3
2020.08.05	08:00:00	1.30954	1.30954	1.30784	1.30784	908	0	1
2020.08.05	09:00:00	1.30784	1.30944	1.30664	1.30928	1891	0	0
2020.08.05	10:00:00	1.30926	1.31227	1.30873	1.31004	2896	0	1
2020.08.05	11:00:00	1.31012	1.31063	1.30569	1.31010	3441	0	0
2020.08.05	12:00:00	1.31014	1.31325	1.30858	1.31295	2882	0	2
2020.08.05	13:00:00	1.31295	1.31316	1.31102	1.31207	2826	0	0
2020.08.05	14:00:00	1.31206	1.31427	1.31138	1.31418	2461	0	0
2020.08.05	15:00:00	1.31417	1.31485	1.31293	1.31407	3200	0	0
2020.08.05	16:00:00	1.31407	1.31558	1.31277	1.31498	3753	0	1
2020.08.05	17:00:00	1.31496	1.31612	1.31358	1.31410	3710	0	0
2020.08.05	18:00:00	1.31414	1.31517	1.31348	1.31397	2992	0	0
2020.08.05	19:00:00	1.31395	1.31425	1.31185	1.31269	2115	0	1
2020.08.05	20:00:00	1.31267	1.31368	1.31144	1.31190	1434	0	1
2020.08.05	21:00:00	1.31190	1.31258	1.31105	1.31162	1294	0	3
2020.08.05	22:00:00	1.31162	1.31207	1.31106	1.31113	1414	0	1
2020.08.05	23:00:00	1.31110	1.31183	1.31081	1.31132	928	0	1
2020.08.06	00:00:00	1.31124	1.31209	1.31110	1.31137	936	0	4
2020.08.06	01:00:00	1.31135	1.31312	1.31131	1.31249	830	0	1
2020.08.06	02:00:00	1.31250	1.31287	1.31230	1.31244	635	0	4
2020.08.06	03:00:00	1.31244	1.31439	1.31238	1.31353	1515	0	2
2020.08.06	04:00:00	1.31352	1.31411	1.31267	1.31302	1516	0	2
2020.08.06	05:00:00	1.31302	1.31323	1.31220	1.31222	1856	0	4
2020.08.06	06:00:00	1.31221	1.31353	1.31213	1.31308	1237	0	2
2020.08.06	07:00:00	1.31308	1.31366	1.31286	1.31346	1025	0	3
2020.08.06	08:00:00	1.31346	1.31370	1.31221	1.31312	1542	0	1
2020.08.06	09:00:00	1.31311	1.31829	1.31280	1.31671	4739	0	0
2020.08.06	10:00:00	1.31671	1.31738	1.31409	1.31494	4601	0	2
2020.08.06	11:00:00	1.31494	1.31805	1.31407	1.31604	3397	0	1
2020.08.06	12:00:00	1.31604	1.31789	1.31604	1.31751	3056	0	4
2020.08.06	13:00:00	1.31749	1.31853	1.31678	1.31722	2867	0	1
2020.08.06	14:00:00	1.31720	1.31785	1.31582	1.31639	2800	0	2
2020.08.06	15:00:00	1.31642	1.31732	1.31462	1.31529	3153	0	0
2020.08.06	16:00:00	1.31529	1.31786	1.31501	1.31683	3553	0	2
2020.08.06	17:00:00	1.31683	1.31730	1.31282	1.31433	4799	0	0
2020.08.06	18:00:00	1.31429	1.31481	1.31183	1.31455	3511	0	1
2020.08.06	19:00:00	1.31455	1.31708	1.31452	1.31589	2974	0	2
2020.08.06	20:00:00	1.31589	1.31660	1.31503	1.31514	2113	0	1
2020.08.06	21:00:00	1.31515	1.31536	1.31373	1.31497	1814	0	1
2020.08.06	22:00:00	1.31497	1.31531	1.31323	1.31402	2381	0	0
2020.08.06	23:00:00	1.31405	1.31440	1.31333	1.31422	951	0	4
2020.08.07	00:00:00	1.31404	1.31504	1.31242	1.31402	1836	0	9
2020.08.07	01:00:00	1.31402	1.31454	1.31402	1.31424	502	0	6
2020.08.07	02:00:00	1.31425	1.31443	1.31350	1.31368	716	0	4
