<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.01.02	06:00:00	108.705	108.742	108.697	108.740	516	0	4
2020.01.02	07:00:00	108.740	108.755	108.730	108.740	616	0	3
2020.01.02	08:00:00	108.740	108.747	108.712	108.712	489	0	3
2020.01.02	09:00:00	108.709	108.798	108.692	108.784	1616	0	3
2020.01.02	10:00:00	108.784	108.815	108.764	108.778	1943	0	3
2020.01.02	11:00:00	108.778	108.842	108.773	108.837	1493	0	4
2020.01.02	12:00:00	108.837	108.864	108.790	108.806	1231	0	3
2020.01.02	13:00:00	108.805	108.811	108.768	108.771	1196	0	3
2020.01.02	14:00:00	108.771	108.805	108.754	108.785	909	0	3
2020.01.02	15:00:00	108.786	108.787	108.655	108.691	1468	0	3
2020.01.02	16:00:00	108.691	108.748	108.635	108.672	2002	0	3
2020.01.02	17:00:00	108.672	108.679	108.210	108.270	3451	0	3
2020.01.02	18:00:00	108.270	108.441	108.258	108.431	2063	0	3
2020.01.02	19:00:00	108.432	108.551	108.429	108.525	1619	0	3
2020.01.02	20:00:00	108.525	108.557	108.496	108.520	1243	0	3
2020.01.02	21:00:00	108.520	108.569	108.509	108.545	1319	0	3
2020.01.02	22:00:00	108.545	108.558	108.490	108.554	1007	0	3
2020.01.02	23:00:00	108.554	108.566	108.525	108.566	460	0	3
2020.01.03	00:00:00	108.555	108.566	108.494	108.532	605	0	4
2020.01.03	01:00:00	108.542	108.627	108.532	108.542	739	0	3
2020.01.03	02:00:00	108.542	108.561	108.390	108.404	1183	0	3
2020.01.03	03:00:00	108.404	108.440	108.163	108.201	2035	0	3
2020.01.03	04:00:00	108.201	108.240	107.998	108.059	3889	0	3
2020.01.03	05:00:00	108.059	108.183	108.004	108.180	2307	0	3
2020.01.03	06:00:00	108.180	108.230	108.124	108.131	1758	0	3
2020.01.03	07:00:00	108.131	108.162	108.078	108.121	1917	0	3
2020.01.03	08:00:00	108.121	108.151	108.077	108.139	1098	0	3
2020.01.03	09:00:00	108.139	108.140	107.914	107.946	3171	0	3
2020.01.03	10:00:00	107.944	108.071	107.928	107.991	3530	0	3
2020.01.03	11:00:00	107.991	108.067	107.919	108.066	3048	0	3
2020.01.03	12:00:00	108.066	108.128	108.014	108.049	3270	0	3
2020.01.03	13:00:00	108.049	108.114	107.995	108.026	2595	0	3
2020.01.03	14:00:00	108.026	108.153	108.021	108.082	2194	0	3
2020.01.03	15:00:00	108.082	108.160	108.082	108.156	2306	0	3
2020.01.03	16:00:00	108.156	108.265	108.142	108.220	2996	0	3
2020.01.03	17:00:00	108.220	108.220	107.995	108.037	4495	0	3
2020.01.03	18:00:00	108.037	108.038	107.915	107.944	2447	0	3
2020.01.03	19:00:00	107.944	107.986	107.931	107.966	1525	0	3
2020.01.03	20:00:00	107.966	108.073	107.839	108.054	2585	0	3
2020.01.03	21:00:00	108.050	108.089	108.010	108.010	2054	0	3
2020.01.03	22:00:00	108.012	108.118	108.010	108.091	1454	0	4
2020.01.03	23:00:00	108.091	108.122	108.085	108.101	631	0	4
2020.01.06	00:00:00	107.884	107.935	107.801	107.803	1239	0	3
2020.01.06	01:00:00	107.803	107.978	107.769	107.968	3516	0	3
2020.01.06	02:00:00	107.968	108.120	107.946	108.065	3893	0	3
2020.01.06	03:00:00	108.065	108.081	107.914	107.945	2468	0	3
2020.01.06	04:00:00	107.945	108.054	107.928	108.029	1822	0	3
2020.01.06	05:00:00	108.029	108.074	108.007	108.054	1255	0	4
2020.01.06	06:00:00	108.054	108.103	108.032	108.061	1329	0	4
2020.01.06	07:00:00	108.061	108.070	108.032	108.057	1008	0	3
2020.01.06	08:00:00	108.057	108.070	107.970	108.050	1701	0	3
2020.01.06	09:00:00	108.050	108.175	108.025	108.101	2230	0	3
2020.01.06	10:00:00	108.100	108.133	107.949	107.973	3107	0	3
2020.01.06	11:00:00	107.975	108.035	107.924	107.983	2297	0	3
2020.01.06	12:00:00	107.983	108.034	107.979	107.998	1666	0	3
2020.01.06	13:00:00	107.998	108.080	107.987	108.058	1373	0	3
2020.01.06	14:00:00	108.060	108.161	108.040	108.157	1378	0	3
2020.01.06	15:00:00	108.157	108.161	108.073	108.119	1531	0	3
2020.01.06	16:00:00	108.118	108.151	108.065	108.138	2511	0	3
2020.01.06	17:00:00	108.139	108.363	108.105	108.319	3174	0	3
2020.01.06	18:00:00	108.319	108.413	108.290	108.369	2082	0	3
2020.01.06	19:00:00	108.369	108.398	108.345	108.349	1092	0	3
2020.01.06	20:00:00	108.349	108.394	108.340	108.366	1142	0	3
2020.01.06	21:00:00	108.366	108.504	108.352	108.453	1221	0	3
2020.01.06	22:00:00	108.453	108.460	108.417	108.436	1095	0	3
2020.01.06	23:00:00	108.436	108.445	108.365	108.365	638	0	3
2020.01.07	00:00:00	108.362	108.376	108.286	108.369	878	0	5
2020.01.07	01:00:00	108.370	108.419	108.363	108.411	1199	0	3
2020.01.07	02:00:00	108.411	108.453	108.375	108.425	2105	0	3
2020.01.07	03:00:00	108.425	108.460	108.374	108.432	1870	0	3
2020.01.07	04:00:00	108.432	108.481	108.420	108.472	1471	0	3
2020.01.07	05:00:00	108.472	108.495	108.443	108.470	1117	0	3
2020.01.07	06:00:00	108.470	108.503	108.459	108.496	1013	0	3
2020.01.07	07:00:00	108.496	108.505	108.431	108.432	1123	0	3
2020.01.07	08:00:00	108.434	108.451	108.338	108.442	2462	0	3
2020.01.07	09:00:00	108.445	108.445	108.259	108.315	2736	0	3
2020.01.07	10:00:00	108.316	108.499	108.308	108.452	3285	0	3
2020.01.07	11:00:00	108.451	108.482	108.412	108.465	1762	0	3
2020.01.07	12:00:00	108.465	108.484	108.368	108.413	2161	0	3
2020.01.07	13:00:00	108.413	108.424	108.375	108.395	1375	0	3
2020.01.07	14:00:00	108.395	108.426	108.377	108.422	1241	0	3
2020.01.07	15:00:00	108.422	108.476	108.415	108.437	2182	0	3
2020.01.07	16:00:00	108.437	108.480	108.315	108.413	2871	0	3
2020.01.07	17:00:00	108.413	108.628	108.413	108.604	4091	0	3
2020.01.07	18:00:00	108.604	108.626	108.524	108.535	1990	0	3
2020.01.07	19:00:00	108.535	108.553	108.510	108.544	1233	0	3
2020.01.07	20:00:00	108.544	108.565	108.509	108.539	889	0	3
2020.01.07	21:00:00	108.539	108.592	108.521	108.528	1359	0	3
2020.01.07	22:00:00	108.528	108.554	108.526	108.553	803	0	3
2020.01.07	23:00:00	108.553	108.560	108.349	108.439	1588	0	3
2020.01.08	00:00:00	108.439	108.509	108.410	108.452	2076	0	4
2020.01.08	01:00:00	108.453	108.472	107.828	107.994	5640	0	3
2020.01.08	02:00:00	107.995	108.067	107.647	107.864	8368	0	3
2020.01.08	03:00:00	107.864	108.135	107.807	108.029	6986	0	3
2020.01.08	04:00:00	108.029	108.458	108.004	108.390	6942	0	3
2020.01.08	05:00:00	108.389	108.406	108.162	108.360	4638	0	3
2020.01.08	06:00:00	108.361	108.399	108.275	108.311	1977	0	3
2020.01.08	07:00:00	108.311	108.379	108.287	108.305	2665	0	3
2020.01.08	08:00:00	108.305	108.410	108.271	108.376	2253	0	3
2020.01.08	09:00:00	108.376	108.466	108.375	108.420	3432	0	3
2020.01.08	10:00:00	108.420	108.488	108.391	108.447	4698	0	3
2020.01.08	11:00:00	108.448	108.481	108.419	108.445	2032	0	3
2020.01.08	12:00:00	108.444	108.758	108.423	108.677	2424	0	3
2020.01.08	13:00:00	108.677	108.771	108.611	108.720	2591	0	3
2020.01.08	14:00:00	108.720	108.784	108.655	108.758	2261	0	3
2020.01.08	15:00:00	108.758	108.814	108.669	108.670	2875	0	3
2020.01.08	16:00:00	108.670	108.741	108.630	108.691	3008	0	3
2020.01.08	17:00:00	108.691	108.743	108.615	108.620	2626	0	3
2020.01.08	18:00:00	108.622	109.098	108.621	109.036	5009	0	3
2020.01.08	19:00:00	109.034	109.132	109.012	109.096	3005	0	3
2020.01.08	20:00:00	109.094	109.171	109.094	109.134	1803	0	4
2020.01.08	21:00:00	109.134	109.243	109.134	109.231	1333	0	3
2020.01.08	22:00:00	109.229	109.229	109.002	109.035	2780	0	3
2020.01.08	23:00:00	109.036	109.170	109.017	109.103	1002	0	3
2020.01.09	00:00:00	109.103	109.122	109.042	109.075	1576	0	3
2020.01.09	01:00:00	109.075	109.123	109.010	109.035	1142	0	3
2020.01.09	02:00:00	109.036	109.241	109.029	109.184	2478	0	3
2020.01.09	03:00:00	109.184	109.253	109.179	109.235	2242	0	3
2020.01.09	04:00:00	109.235	109.236	109.179	109.195	1409	0	3
2020.01.09	05:00:00	109.195	109.202	109.147	109.190	1088	0	3
2020.01.09	06:00:00	109.190	109.221	109.181	109.212	775	0	3
2020.01.09	07:00:00	109.212	109.284	109.206	109.271	824	0	3
2020.01.09	08:00:00	109.274	109.322	109.258	109.281	1640	0	3
2020.01.09	09:00:00	109.281	109.360	109.248	109.355	2279	0	3
2020.01.09	10:00:00	109.354	109.372	109.273	109.335	3031	0	3
2020.01.09	11:00:00	109.335	109.430	109.323	109.429	2146	0	3
2020.01.09	12:00:00	109.429	109.452	109.400	109.440	1698	0	3
2020.01.09	13:00:00	109.440	109.486	109.416	109.450	1248	0	3
2020.01.09	14:00:00	109.450	109.456	109.316	109.352	2229	0	3
2020.01.09	15:00:00	109.352	109.459	109.349	109.430	1809	0	3
2020.01.09	16:00:00	109.430	109.516	109.425	109.486	2694	0	3
2020.01.09	17:00:00	109.485	109.580	109.458	109.537	1945	0	3
2020.01.09	18:00:00	109.538	109.558	109.469	109.474	1839	0	3
2020.01.09	19:00:00	109.474	109.514	109.440	109.509	1366	0	3
2020.01.09	20:00:00	109.509	109.509	109.390	109.452	2136	0	3
2020.01.09	21:00:00	109.452	109.518	109.449	109.510	1506	0	3
2020.01.09	22:00:00	109.510	109.536	109.492	109.498	1124	0	3
2020.01.09	23:00:00	109.498	109.523	109.490	109.514	690	0	3
2020.01.10	00:00:00	109.513	109.549	109.451	109.475	1358	0	2
2020.01.10	01:00:00	109.475	109.524	109.471	109.494	941	0	4
2020.01.10	02:00:00	109.495	109.580	109.457	109.487	2661	0	3
2020.01.10	03:00:00	109.487	109.545	109.476	109.541	1508	0	3
2020.01.10	04:00:00	109.541	109.547	109.504	109.535	980	0	3
2020.01.10	05:00:00	109.538	109.542	109.516	109.528	690	0	4
2020.01.10	06:00:00	109.527	109.548	109.527	109.548	720	0	3
2020.01.10	07:00:00	109.548	109.603	109.538	109.559	904	0	3
2020.01.10	08:00:00	109.559	109.597	109.552	109.566	839	0	3
2020.01.10	09:00:00	109.566	109.591	109.562	109.571	1013	0	3
2020.01.10	10:00:00	109.571	109.591	109.555	109.576	1066	0	3
2020.01.10	11:00:00	109.576	109.647	109.565	109.638	1122	0	3
2020.01.10	12:00:00	109.638	109.653	109.609	109.613	863	0	3
2020.01.10	13:00:00	109.613	109.643	109.593	109.621	750	0	3
2020.01.10	14:00:00	109.620	109.639	109.606	109.635	894	0	3
2020.01.10	15:00:00	109.635	109.686	109.500	109.649	2906	0	3
2020.01.10	16:00:00	109.649	109.688	109.507	109.591	2541	0	3
2020.01.10	17:00:00	109.591	109.636	109.543	109.557	1962	0	3
2020.01.10	18:00:00	109.557	109.572	109.447	109.499	2062	0	3
2020.01.10	19:00:00	109.499	109.501	109.432	109.476	1467	0	3
2020.01.10	20:00:00	109.476	109.540	109.476	109.533	615	0	3
2020.01.10	21:00:00	109.533	109.555	109.512	109.519	863	0	3
2020.01.10	22:00:00	109.519	109.531	109.481	109.505	1046	0	3
2020.01.10	23:00:00	109.505	109.508	109.465	109.500	538	0	4
2020.01.13	00:00:00	109.520	109.541	109.501	109.526	1963	0	3
2020.01.13	01:00:00	109.526	109.591	109.526	109.551	680	0	3
2020.01.13	02:00:00	109.551	109.598	109.531	109.588	715	0	4
2020.01.13	03:00:00	109.588	109.634	109.586	109.599	863	0	4
2020.01.13	04:00:00	109.599	109.634	109.584	109.627	664	0	3
2020.01.13	05:00:00	109.627	109.627	109.597	109.611	415	0	3
2020.01.13	06:00:00	109.611	109.631	109.609	109.626	314	0	3
2020.01.13	07:00:00	109.626	109.645	109.621	109.634	419	0	3
2020.01.13	08:00:00	109.634	109.646	109.619	109.621	452	0	3
2020.01.13	09:00:00	109.624	109.642	109.617	109.626	880	0	3
2020.01.13	10:00:00	109.626	109.697	109.616	109.687	1362	0	3
2020.01.13	11:00:00	109.687	109.881	109.680	109.847	1963	0	3
2020.01.13	12:00:00	109.848	109.922	109.832	109.891	1309	0	3
2020.01.13	13:00:00	109.891	109.902	109.833	109.846	837	0	3
2020.01.13	14:00:00	109.846	109.902	109.844	109.886	768	0	3
2020.01.13	15:00:00	109.886	109.911	109.824	109.846	1258	0	3
2020.01.13	16:00:00	109.846	109.904	109.799	109.885	1973	0	3
2020.01.13	17:00:00	109.885	109.938	109.866	109.920	1821	0	3
2020.01.13	18:00:00	109.920	109.943	109.844	109.936	1823	0	3
2020.01.13	19:00:00	109.935	109.942	109.907	109.915	952	0	3
2020.01.13	20:00:00	109.916	109.923	109.898	109.916	632	0	3
2020.01.13	21:00:00	109.916	109.943	109.903	109.921	573	0	3
2020.01.13	22:00:00	109.921	109.927	109.890	109.924	679	0	3
2020.01.13	23:00:00	109.924	109.944	109.917	109.942	461	0	3
2020.01.14	00:00:00	109.939	109.942	109.909	109.930	461	0	3
2020.01.14	01:00:00	109.931	110.028	109.912	110.010	1003	0	3
2020.01.14	02:00:00	110.010	110.212	109.998	110.153	2469	0	3
2020.01.14	03:00:00	110.153	110.171	109.995	110.064	2100	0	3
2020.01.14	04:00:00	110.064	110.104	110.014	110.078	1330	0	3
2020.01.14	05:00:00	110.078	110.091	110.042	110.076	1012	0	3
2020.01.14	06:00:00	110.076	110.097	110.043	110.068	558	0	3
2020.01.14	07:00:00	110.068	110.107	110.049	110.058	724	0	3
2020.01.14	08:00:00	110.058	110.131	110.055	110.115	974	0	3
2020.01.14	09:00:00	110.115	110.121	109.965	109.977	1516	0	3
2020.01.14	10:00:00	109.980	110.027	109.884	109.974	2150	0	3
2020.01.14	11:00:00	109.973	110.053	109.962	110.018	1433	0	3
2020.01.14	12:00:00	110.018	110.064	109.994	110.046	1134	0	3
2020.01.14	13:00:00	110.046	110.050	109.946	109.974	1419	0	3
2020.01.14	14:00:00	109.974	110.058	109.960	110.055	1103	0	3
2020.01.14	15:00:00	110.055	110.111	109.969	110.005	1958	0	3
2020.01.14	16:00:00	110.005	110.071	109.929	109.964	2544	0	3
2020.01.14	17:00:00	109.963	110.050	109.944	110.046	2138	0	3
2020.01.14	18:00:00	110.046	110.100	110.020	110.046	1487	0	3
2020.01.14	19:00:00	110.046	110.107	110.028	110.092	1065	0	3
2020.01.14	20:00:00	110.092	110.112	109.850	109.957	2939	0	3
2020.01.14	21:00:00	109.957	110.052	109.915	109.992	2441	0	3
2020.01.14	22:00:00	109.992	110.002	109.941	109.953	1318	0	3
2020.01.14	23:00:00	109.953	110.005	109.951	109.982	757	0	3
2020.01.15	00:00:00	109.973	110.008	109.953	109.980	811	0	3
2020.01.15	01:00:00	109.980	109.987	109.815	109.846	1198	0	3
2020.01.15	02:00:00	109.847	109.971	109.847	109.909	2191	0	3
2020.01.15	03:00:00	109.909	109.966	109.900	109.949	1531	0	3
2020.01.15	04:00:00	109.949	109.959	109.884	109.931	1291	0	3
2020.01.15	05:00:00	109.930	109.956	109.885	109.898	1026	0	3
2020.01.15	06:00:00	109.898	109.904	109.865	109.890	857	0	3
2020.01.15	07:00:00	109.890	109.930	109.883	109.917	776	0	3
2020.01.15	08:00:00	109.917	109.942	109.914	109.936	785	0	3
2020.01.15	09:00:00	109.936	109.947	109.905	109.915	863	0	3
2020.01.15	10:00:00	109.915	109.946	109.898	109.915	1220	0	3
2020.01.15	11:00:00	109.915	109.926	109.845	109.866	1152	0	3
2020.01.15	12:00:00	109.866	109.906	109.846	109.876	877	0	3
2020.01.15	13:00:00	109.876	109.883	109.829	109.848	900	0	3
2020.01.15	14:00:00	109.848	109.890	109.830	109.868	869	0	3
2020.01.15	15:00:00	109.868	109.917	109.820	109.830	1785	0	3
2020.01.15	16:00:00	109.830	109.946	109.788	109.934	2716	0	3
2020.01.15	17:00:00	109.934	109.996	109.862	109.984	2177	0	3
2020.01.15	18:00:00	109.984	110.003	109.922	109.942	2093	0	3
2020.01.15	19:00:00	109.942	109.964	109.882	109.884	1668	0	4
2020.01.15	20:00:00	109.884	109.926	109.853	109.882	1666	0	3
2020.01.15	21:00:00	109.882	109.923	109.880	109.917	1275	0	3
2020.01.15	22:00:00	109.917	109.926	109.849	109.888	1540	0	3
2020.01.15	23:00:00	109.887	109.915	109.881	109.892	450	0	4
2020.01.16	00:00:00	109.883	109.905	109.848	109.879	1472	0	3
2020.01.16	01:00:00	109.879	109.912	109.852	109.882	939	0	3
2020.01.16	02:00:00	109.882	109.990	109.871	109.924	1831	0	3
2020.01.16	03:00:00	109.924	109.934	109.894	109.925	1156	0	4
2020.01.16	04:00:00	109.926	109.946	109.920	109.932	827	0	3
2020.01.16	05:00:00	109.932	109.941	109.911	109.934	615	0	4
2020.01.16	06:00:00	109.934	109.941	109.917	109.927	503	0	3
2020.01.16	07:00:00	109.927	109.948	109.925	109.944	434	0	3
2020.01.16	08:00:00	109.944	109.966	109.931	109.963	652	0	3
2020.01.16	09:00:00	109.963	109.980	109.950	109.970	782	0	3
2020.01.16	10:00:00	109.972	110.063	109.949	110.035	1710	0	3
2020.01.16	11:00:00	110.036	110.038	109.950	109.999	1277	0	3
2020.01.16	12:00:00	109.998	110.005	109.956	109.989	1021	0	3
2020.01.16	13:00:00	109.989	109.990	109.953	109.968	834	0	3
2020.01.16	14:00:00	109.968	109.983	109.957	109.967	946	0	3
2020.01.16	15:00:00	109.967	110.053	109.925	110.010	1966	0	3
2020.01.16	16:00:00	110.010	110.146	109.991	110.060	2256	0	3
2020.01.16	17:00:00	110.060	110.132	109.955	110.115	2799	0	3
2020.01.16	18:00:00	110.116	110.172	110.110	110.163	1757	0	3
2020.01.16	19:00:00	110.163	110.178	110.142	110.147	1051	0	3
2020.01.16	20:00:00	110.147	110.161	110.118	110.130	762	0	3
2020.01.16	21:00:00	110.129	110.149	110.118	110.125	606	0	4
2020.01.16	22:00:00	110.125	110.173	110.124	110.138	746	0	3
2020.01.16	23:00:00	110.138	110.176	110.130	110.151	552	0	3
2020.01.17	00:00:00	110.136	110.186	110.121	110.173	1352	0	3
2020.01.17	01:00:00	110.172	110.235	110.169	110.179	1382	0	3
2020.01.17	02:00:00	110.179	110.287	110.153	110.260	1650	0	3
2020.01.17	03:00:00	110.260	110.261	110.152	110.178	1372	0	3
2020.01.17	04:00:00	110.180	110.221	110.174	110.204	1272	0	3
2020.01.17	05:00:00	110.204	110.224	110.190	110.216	559	0	3
2020.01.17	06:00:00	110.216	110.220	110.180	110.180	402	0	3
2020.01.17	07:00:00	110.180	110.209	110.180	110.195	691	0	3
2020.01.17	08:00:00	110.195	110.251	110.195	110.240	906	0	3
2020.01.17	09:00:00	110.239	110.251	110.194	110.211	871	0	3
2020.01.17	10:00:00	110.212	110.240	110.175	110.178	1161	0	3
2020.01.17	11:00:00	110.178	110.199	110.148	110.176	1181	0	3
2020.01.17	12:00:00	110.176	110.196	110.107	110.110	1106	0	3
2020.01.17	13:00:00	110.110	110.157	110.085	110.148	944	0	3
2020.01.17	14:00:00	110.148	110.156	110.099	110.100	765	0	3
2020.01.17	15:00:00	110.100	110.209	110.092	110.185	1450	0	3
2020.01.17	16:00:00	110.185	110.212	110.101	110.148	1814	0	3
2020.01.17	17:00:00	110.148	110.181	110.046	110.164	2139	0	3
2020.01.17	18:00:00	110.164	110.200	110.129	110.160	1657	0	3
2020.01.17	19:00:00	110.160	110.175	110.130	110.137	763	0	4
2020.01.17	20:00:00	110.137	110.153	110.120	110.135	735	0	3
2020.01.17	21:00:00	110.134	110.148	110.110	110.148	642	0	3
2020.01.17	22:00:00	110.148	110.172	110.118	110.151	710	0	3
2020.01.17	23:00:00	110.151	110.177	110.130	110.161	1396	0	4
2020.01.20	00:00:00	110.105	110.184	110.102	110.128	3436	0	5
2020.01.20	01:00:00	110.128	110.191	110.128	110.186	886	0	3
2020.01.20	02:00:00	110.185	110.215	110.160	110.176	1179	0	3
2020.01.20	03:00:00	110.176	110.195	110.149	110.181	858	0	4
2020.01.20	04:00:00	110.181	110.207	110.179	110.182	571	0	3
2020.01.20	05:00:00	110.182	110.191	110.170	110.184	494	0	4
2020.01.20	06:00:00	110.184	110.194	110.167	110.184	631	0	3
2020.01.20	07:00:00	110.184	110.197	110.177	110.179	524	0	4
2020.01.20	08:00:00	110.179	110.186	110.167	110.177	455	0	3
2020.01.20	09:00:00	110.177	110.181	110.113	110.121	776	0	3
2020.01.20	10:00:00	110.121	110.171	110.111	110.153	897	0	3
2020.01.20	11:00:00	110.153	110.178	110.146	110.165	558	0	3
2020.01.20	12:00:00	110.165	110.181	110.156	110.178	465	0	4
2020.01.20	13:00:00	110.178	110.190	110.174	110.186	409	0	3
2020.01.20	14:00:00	110.186	110.198	110.181	110.186	421	0	3
2020.01.20	15:00:00	110.186	110.195	110.171	110.182	469	0	3
2020.01.20	16:00:00	110.182	110.191	110.171	110.172	435	0	4
2020.01.20	17:00:00	110.172	110.179	110.134	110.152	614	0	3
2020.01.20	18:00:00	110.153	110.174	110.150	110.171	391	0	4
2020.01.20	19:00:00	110.171	110.180	110.162	110.180	247	0	3
2020.01.20	20:00:00	110.180	110.184	110.161	110.170	314	0	4
2020.01.20	21:00:00	110.170	110.179	110.148	110.156	566	0	4
2020.01.20	22:00:00	110.155	110.167	110.149	110.159	1565	0	4
2020.01.20	23:00:00	110.160	110.181	110.145	110.178	1541	0	4
2020.01.21	00:00:00	110.178	110.184	110.160	110.175	1380	0	4
2020.01.21	01:00:00	110.175	110.184	110.151	110.172	633	0	3
2020.01.21	02:00:00	110.172	110.220	110.159	110.210	980	0	3
2020.01.21	03:00:00	110.209	110.211	109.902	109.946	3421	0	3
2020.01.21	04:00:00	109.946	110.018	109.895	109.971	1713	0	3
2020.01.21	05:00:00	109.971	110.017	109.947	109.969	1114	0	3
2020.01.21	06:00:00	109.969	109.994	109.931	109.966	849	0	3
2020.01.21	07:00:00	109.969	109.995	109.934	109.934	894	0	3
2020.01.21	08:00:00	109.934	109.971	109.887	109.903	1309	0	3
2020.01.21	09:00:00	109.903	110.020	109.900	109.974	1733	0	3
2020.01.21	10:00:00	109.974	109.987	109.919	109.962	2188	0	3
2020.01.21	11:00:00	109.962	109.999	109.940	109.953	1170	0	3
2020.01.21	12:00:00	109.954	109.999	109.953	109.999	1119	0	3
2020.01.21	13:00:00	109.999	110.076	109.999	110.053	1085	0	3
2020.01.21	14:00:00	110.053	110.071	110.038	110.039	730	0	3
2020.01.21	15:00:00	110.039	110.083	109.996	110.060	1522	0	3
2020.01.21	16:00:00	110.060	110.119	109.998	110.001	1974	0	3
2020.01.21	17:00:00	110.001	110.040	109.857	109.905	2028	0	3
2020.01.21	18:00:00	109.905	109.974	109.880	109.955	1430	0	3
2020.01.21	19:00:00	109.955	109.971	109.915	109.917	718	0	4
2020.01.21	20:00:00	109.917	109.946	109.764	109.796	2524	0	3
2020.01.21	21:00:00	109.796	109.825	109.760	109.788	2134	0	3
2020.01.21	22:00:00	109.788	109.846	109.785	109.815	1221	0	3
2020.01.21	23:00:00	109.815	109.875	109.787	109.859	831	0	3
2020.01.22	00:00:00	109.857	109.871	109.827	109.850	1163	0	4
2020.01.22	01:00:00	109.850	109.931	109.848	109.909	1069	0	3
2020.01.22	02:00:00	109.909	109.942	109.866	109.899	1995	0	3
2020.01.22	03:00:00	109.899	109.967	109.863	109.900	2046	0	3
2020.01.22	04:00:00	109.900	110.099	109.895	110.051	2490	0	3
2020.01.22	05:00:00	110.051	110.065	110.017	110.028	1189	0	4
2020.01.22	06:00:00	110.028	110.042	109.988	110.004	572	0	4
2020.01.22	07:00:00	110.004	110.046	109.997	110.037	1459	0	4
2020.01.22	08:00:00	110.037	110.060	110.023	110.042	994	0	3
2020.01.22	09:00:00	110.042	110.046	109.973	110.005	1119	0	3
2020.01.22	10:00:00	110.005	110.006	109.949	109.966	1537	0	3
2020.01.22	11:00:00	109.966	109.990	109.933	109.961	1254	0	3
2020.01.22	12:00:00	109.961	109.986	109.948	109.973	752	0	3
2020.01.22	13:00:00	109.973	110.004	109.937	109.995	1145	0	3
2020.01.22	14:00:00	109.995	110.000	109.950	109.970	922	0	3
2020.01.22	15:00:00	109.970	109.995	109.945	109.951	1281	0	3
2020.01.22	16:00:00	109.951	109.963	109.858	109.883	1873	0	3
2020.01.22	17:00:00	109.883	109.939	109.830	109.907	2021	0	3
2020.01.22	18:00:00	109.907	109.934	109.850	109.927	1535	0	3
2020.01.22	19:00:00	109.927	109.935	109.865	109.868	962	0	3
2020.01.22	20:00:00	109.868	109.913	109.859	109.882	1156	0	3
2020.01.22	21:00:00	109.882	109.911	109.874	109.881	674	0	3
2020.01.22	22:00:00	109.880	109.885	109.842	109.858	1330	0	4
2020.01.22	23:00:00	109.858	109.894	109.831	109.834	954	0	3
2020.01.23	00:00:00	109.829	109.860	109.803	109.828	858	0	3
2020.01.23	01:00:00	109.828	109.838	109.660	109.734	1829	0	3
2020.01.23	02:00:00	109.734	109.762	109.653	109.670	2382	0	3
2020.01.23	03:00:00	109.669	109.684	109.592	109.642	2247	0	3
2020.01.23	04:00:00	109.642	109.680	109.635	109.658	1202	0	3
2020.01.23	05:00:00	109.658	109.669	109.600	109.606	947	0	3
2020.01.23	06:00:00	109.606	109.632	109.573	109.613	970	0	3
2020.01.23	07:00:00	109.613	109.620	109.559	109.578	1753	0	3
2020.01.23	08:00:00	109.578	109.585	109.501	109.549	1501	0	3
2020.01.23	09:00:00	109.549	109.623	109.531	109.606	1862	0	3
2020.01.23	10:00:00	109.605	109.612	109.489	109.535	2175	0	3
2020.01.23	11:00:00	109.535	109.570	109.510	109.529	1463	0	3
2020.01.23	12:00:00	109.529	109.584	109.519	109.574	904	0	3
2020.01.23	13:00:00	109.574	109.639	109.567	109.633	840	0	3
2020.01.23	14:00:00	109.632	109.649	109.549	109.593	1017	0	3
2020.01.23	15:00:00	109.593	109.606	109.498	109.527	2334	0	3
2020.01.23	16:00:00	109.527	109.574	109.344	109.383	3812	0	3
2020.01.23	17:00:00	109.379	109.451	109.310	109.369	2955	0	3
2020.01.23	18:00:00	109.370	109.400	109.264	109.397	2627	0	3
2020.01.23	19:00:00	109.397	109.410	109.349	109.354	1469	0	3
2020.01.23	20:00:00	109.354	109.473	109.349	109.470	1877	0	3
2020.01.23	21:00:00	109.470	109.535	109.460	109.520	1720	0	3
2020.01.23	22:00:00	109.520	109.525	109.472	109.490	1089	0	4
2020.01.23	23:00:00	109.491	109.509	109.455	109.485	1378	0	4
2020.01.24	00:00:00	109.485	109.541	109.472	109.522	839	0	4
2020.01.24	01:00:00	109.522	109.568	109.501	109.565	803	0	4
2020.01.24	02:00:00	109.566	109.575	109.506	109.531	1744	0	3
2020.01.24	03:00:00	109.531	109.545	109.438	109.470	1315	0	3
2020.01.24	04:00:00	109.470	109.487	109.443	109.454	863	0	3
2020.01.24	05:00:00	109.454	109.475	109.448	109.474	603	0	4
2020.01.24	06:00:00	109.474	109.543	109.466	109.537	687	0	3
2020.01.24	07:00:00	109.537	109.547	109.511	109.545	542	0	3
2020.01.24	08:00:00	109.545	109.557	109.517	109.527	697	0	3
2020.01.24	09:00:00	109.527	109.550	109.506	109.542	1007	0	3
2020.01.24	10:00:00	109.543	109.650	109.539	109.635	1986	0	3
2020.01.24	11:00:00	109.635	109.641	109.561	109.569	1754	0	3
